rt,response,stim
1.9253437953057073,1,2
1.0765652392747143,1,1
1.3271947392695438,1,3
1.6071586290217965,1,4
0.9511698593328219,1,1
1.3856895838137007,1,1
1.4903314180010057,1,4
1.1228910305899262,1,1
1.692167359808991,1,1
1.4448176139724183,1,4
2.740796889882631,1,2
1.1081561786263592,1,1
1.774700112292976,1,2
1.2872548852506043,1,2
1.3265537542988568,1,3
1.271104391461904,1,2
1.0231010216664345,1,1
1.825072530304169,1,2
1.2257058061541102,1,4
1.6649216454945872,1,1
1.296956556612713,1,2
1.9049409468714202,1,4
0.9688362225408582,1,3
1.0920859613590892,1,3
1.3260733885440459,1,1
1.238019344489203,1,3
1.6945758990966624,1,2
3.365867919269249,1,3
1.8778566879557275,1,2
1.2457892599686602,1,3
1.5096997914556596,1,3
1.165746249711674,1,4
1.4057527406530426,1,1
0.9822076670109254,1,4
0.9766462386830881,1,4
1.1469105756023055,1,3
1.5947308555330437,1,4
0.9553274937586593,1,2
1.0613672685710753,1,4
0.8879238743118094,1,3
0.93917626304642,1,1
0.9016973149921341,1,4
1.2238190537302671,1,1
2.143671802404242,1,4
0.7763270295472466,1,1
2.0347842759601917,1,3
0.8182966923670847,1,1
0.9087069962602072,1,4
0.7915270064868309,1,1
1.1541014708388957,1,2
0.7619781990995307,1,1
2.036751169552417,1,2
0.7165366316085056,1,4
1.5592171678079012,1,3
0.8231507705108925,1,2
0.7697335716218277,1,1
1.1248759231593795,1,2
1.223055134902097,1,1
0.7909991166945929,1,2
1.1862741104280303,1,2
1.0254791485779151,1,1
0.8607642085844418,1,3
0.8627507073460947,1,3
1.073486241089313,1,2
1.7640414150932884,1,3
0.7400496305356228,1,4
0.7186494540751482,1,2
1.2172164308847186,0,2
1.2491440840594805,1,3
1.5615889782332033,1,3
0.7293143384233645,1,4
1.5956202949698763,1,4
1.148248479531503,1,1
1.0601750919900041,1,3
1.7900764485307263,1,3
0.9268486088692498,1,4
1.369234093985142,1,4
0.6732974483402359,1,3
0.931370439848024,1,2
0.685899839581225,1,4
1.8885223994625449,1,1
0.760517710223894,1,4
0.5871981732323093,1,4
0.9343325289003133,1,1
1.0163773899880653,1,3
0.8676232115822131,1,4
0.8055714966062624,1,1
0.968318583502878,1,2
0.746928810194504,1,1
0.7340495312766961,1,1
1.0241847682450498,1,2
0.7708073231133312,1,1
1.0774082976568025,1,4
1.1205073030610038,1,2
0.6745614553985888,1,1
0.9332908471108112,1,2
0.8963011680486943,1,1
1.1710379761175318,1,2
0.843004881741308,1,2
0.8130380944264743,1,3
0.7835892800208057,1,1
0.7303291811629151,1,3
1.6534301105884879,1,2
0.9649391792577262,1,2
0.791408560342461,1,3
0.7781106638326492,1,4
0.6926410461303476,1,3
0.6394439075986611,1,3
0.7619702914605568,1,2
0.6851790653604439,1,3
0.7277869639758592,1,4
0.6258067676635619,1,4
0.5484704197956489,1,2
0.6715775925165417,1,3
0.6975189193797178,1,4
0.5968506421761504,1,3
0.7989439747741471,1,3
0.9614162403875071,1,4
0.7166875595305555,1,1
1.0387041678779951,1,4
