rt,response,stim
1.601516006777274,1.0,2
1.0240774391158993,1.0,1
1.443177788027242,1.0,3
1.5146285575347065,1.0,4
1.2271397778204118,1.0,1
1.1630078153984869,1.0,1
2.035031313728723,1.0,4
0.8023847722552091,1.0,1
0.9649054341834926,1.0,1
1.3920334442891544,1.0,4
1.2794851231710709,1.0,2
3.1273263086659426,0.0,1
1.3038490941362397,1.0,2
1.3832709983053064,0.0,2
1.5357115471379075,1.0,3
1.4712195450119907,1.0,2
1.5516346654767403,1.0,1
1.9435032204046365,1.0,2
1.6953189915684561,1.0,4
1.310823409097793,1.0,1
1.1991834407799615,1.0,2
1.239262991407486,1.0,4
1.2786338954665553,1.0,3
1.4305088240307668,0.0,3
1.2469920422299765,1.0,1
1.2308623056178476,1.0,3
1.150265706493883,1.0,2
1.830269082304767,1.0,3
0.8867922999033908,0.0,2
1.137664719919485,1.0,3
1.4199317177826742,1.0,3
1.0678167767873674,1.0,4
1.4937325990831596,1.0,1
0.9979020052332999,1.0,4
0.9928580595351377,1.0,4
2.779500502310839,1.0,3
1.043602813342659,1.0,4
3.2940876728262083,1.0,2
1.0381198959275935,1.0,4
1.080646757035538,1.0,3
0.875237858811488,1.0,1
1.0852635849569197,1.0,4
0.7998978664309107,1.0,1
1.0744759953477114,1.0,4
1.2771697761154428,1.0,1
3.0769812861572063,0.0,3
0.8770062312632945,1.0,1
1.4156650938948587,1.0,4
1.0875283339519228,1.0,1
1.4821900029073731,0.0,2
0.8985317989945543,1.0,1
1.5005332888840712,1.0,2
1.4050405117359333,1.0,4
1.2928669176544645,1.0,3
1.0768992490402525,1.0,2
0.8796297115468406,1.0,1
2.641642791686536,1.0,2
0.906114845747652,1.0,1
nan,nan,2
1.703550320336035,0.0,2
0.9587794082553955,1.0,1
1.4413057530146034,1.0,3
1.1618656172613555,1.0,3
0.9852686211006585,1.0,2
1.2597356550595578,1.0,3
1.0443339105067935,1.0,4
1.014898658499078,1.0,2
1.0733057068946437,1.0,2
1.276191975054644,1.0,3
0.8755632149905068,1.0,3
1.182174671894245,1.0,4
0.9665988600245328,1.0,4
0.7932452561190075,1.0,1
0.8993286327322494,1.0,3
0.9498229920091035,1.0,3
1.1369961198724923,1.0,4
0.95552040525763,1.0,4
0.8941524980200484,1.0,3
1.0566871013343189,1.0,2
1.7153264580556424,1.0,4
0.9873054291701919,1.0,1
0.917786484725184,1.0,4
0.9839904109730924,1.0,4
0.9230680205328099,1.0,1
1.0617340187891386,1.0,3
0.9198482639694703,1.0,4
0.938325065420031,1.0,1
0.741576824511867,0.0,2
1.680074796217923,1.0,1
0.8801427094722385,1.0,1
0.9386369855319572,1.0,2
0.9892268470712224,1.0,1
1.0079741385006855,1.0,4
1.0823371208853132,1.0,2
1.3089724591181948,1.0,1
1.0610622635076652,1.0,2
0.9515399031470224,1.0,1
0.9297212023384418,1.0,2
0.9082688517028146,1.0,2
0.8715423174489842,1.0,3
0.7135155736468732,1.0,1
0.8846579111477695,1.0,3
1.1028516989345007,1.0,2
0.9058572624544468,1.0,2
0.9963501348520367,1.0,3
1.015074945607921,1.0,4
0.9452055384554114,1.0,3
0.8523779574688888,1.0,3
2.3184091077710036,1.0,2
0.9903296393586061,1.0,3
0.713451289866498,1.0,4
0.7474180972340037,1.0,4
0.9266675543167366,1.0,2
0.833102063385013,1.0,3
0.9000263156840447,1.0,4
1.1265379620808744,1.0,3
1.1448648251935083,1.0,3
1.840905768054654,1.0,4
1.9683693790793768,1.0,1
0.9601905322897437,1.0,4
