rt,response,stim
1.2272367701807525,0.0,2
3.2910978159743536,0.0,1
1.5737046765243576,1.0,3
2.93359939174843,1.0,4
0.9657194757674006,1.0,1
1.6083199479980976,0.0,1
1.7121507382580603,1.0,4
1.2884592447662726,1.0,1
1.7039459481038648,0.0,1
2.5199355570184707,1.0,4
nan,nan,2
0.9224729625220789,1.0,1
1.5091575968017423,1.0,2
0.8850541972751671,0.0,2
1.1436658005204663,0.0,3
1.7355074343795422,0.0,2
1.623485434365648,1.0,1
0.8635395266992418,0.0,2
nan,nan,4
1.6765840266962186,1.0,1
1.9005354333639843,1.0,2
nan,nan,4
1.5991068184393953,1.0,3
1.1830049034469994,0.0,3
0.9029620490746311,1.0,1
1.3939677813505114,1.0,3
1.2573700225257198,0.0,2
1.2814274311713234,0.0,3
1.08195137257826,0.0,2
1.979981784517804,1.0,3
1.9637808941988624,1.0,3
1.819874555339993,1.0,4
1.092248789511359,1.0,1
nan,nan,4
1.2728584366595896,1.0,4
1.7287579066105536,1.0,3
2.016852310689501,1.0,4
1.7606939111283282,1.0,2
1.2486973657996714,1.0,4
1.24065492684349,0.0,3
1.0246533898371126,1.0,1
0.8755169939649932,0.0,4
0.709807027316856,1.0,1
1.6162845560756978,1.0,4
1.2727794808452018,1.0,1
1.3687017712836678,1.0,3
1.0721615527800168,1.0,1
nan,nan,4
nan,nan,1
nan,nan,2
1.0750996293681965,1.0,1
1.5810034540045308,0.0,2
1.5015625289925083,1.0,4
1.0215807875865721,0.0,3
1.0397067439134844,0.0,2
0.8181913631542557,1.0,1
0.8051829104533681,0.0,2
1.9834258851406048,0.0,1
nan,nan,2
2.2179792555944005,1.0,2
2.737943010781237,0.0,1
nan,nan,3
1.2045263837735547,1.0,3
0.708457920645742,0.0,2
1.7588926538501255,1.0,3
nan,nan,4
2.6095351563071745,0.0,2
0.8900761989589228,0.0,2
2.0599573411363963,1.0,3
0.9559567626274657,0.0,3
1.1265855018755246,1.0,4
2.049231508466619,1.0,4
1.0891967608895357,1.0,1
1.6837382293178962,1.0,3
1.515605856264301,1.0,3
2.1236092394174193,1.0,4
1.2759268158988561,1.0,4
1.4040272540423757,1.0,3
1.0113495130626688,0.0,2
2.789935202094057,1.0,4
1.093986882140598,1.0,1
2.096687765106253,0.0,4
1.392976890427235,0.0,4
1.0403432029488613,1.0,1
nan,nan,3
1.0856908762161765,0.0,4
2.264201554718966,0.0,1
0.8481146020640153,0.0,2
0.8347944197885226,1.0,1
1.3093578434454685,1.0,1
2.0693085034981777,1.0,2
0.9092458608774905,1.0,1
1.2238866645730013,1.0,4
0.9278898455304443,0.0,2
0.8584487477364746,1.0,1
1.613029299707705,0.0,2
1.812969049991807,0.0,1
0.9249033096275525,0.0,2
0.9680194961547386,0.0,2
0.7142336330034595,0.0,3
nan,nan,1
0.9914652634543017,0.0,3
1.1140976431888703,0.0,2
0.8765235948358168,0.0,2
nan,nan,3
1.4102954461286572,1.0,4
1.9697031966661598,1.0,3
1.0657847806614882,0.0,3
0.8524241365830676,0.0,2
1.5348745543378755,1.0,3
1.0788546594794752,0.0,4
1.2253791610128246,1.0,4
1.5693336797921802,0.0,2
1.2898014544571197,1.0,3
2.097177952864513,1.0,4
1.001720528511214,0.0,3
nan,nan,3
1.4063112486546743,1.0,4
nan,nan,1
1.1768950109963043,1.0,4
